epoch,loss,val_loss
0,2.4062318801879883,2.0038774013519287
1,1.648833155632019,1.6427823305130005
2,1.4708094596862793,1.8457667827606201
3,1.4861527681350708,1.4882763624191284
4,1.3612205982208252,1.4050737619400024
5,1.4649617671966553,1.8996608257293701
6,1.5089380741119385,1.3307738304138184
7,1.455926537513733,1.0944331884384155
8,1.3280538320541382,1.536139726638794
9,1.4986310005187988,1.2984061241149902
10,1.304783821105957,1.2907339334487915
11,1.2986139059066772,1.4494041204452515
12,1.2721573114395142,1.4536179304122925
13,1.3765883445739746,1.6564006805419922
14,1.2281755208969116,1.3900504112243652
15,1.3831889629364014,1.4341145753860474
16,1.337611436843872,1.4538660049438477
17,1.3213285207748413,1.5354875326156616
18,1.3674310445785522,1.3696515560150146
19,1.3536913394927979,1.3253344297409058
20,1.3127084970474243,1.1436641216278076
21,1.3768540620803833,0.9122360348701477
22,1.3706632852554321,1.6529849767684937
23,1.3800549507141113,1.0987942218780518
24,1.3464690446853638,1.5739065408706665
25,1.2711976766586304,1.1964592933654785
26,1.3544682264328003,1.5294722318649292
27,1.3042104244232178,1.3158366680145264
28,1.3628044128417969,1.5939478874206543
29,1.316444993019104,0.982137143611908
30,1.3466757535934448,1.6034221649169922
31,1.2829904556274414,1.065428376197815
32,1.367006540298462,1.4622042179107666
33,1.1924207210540771,1.5141878128051758
34,1.3328211307525635,1.2777639627456665
35,1.3498735427856445,0.8277018070220947
36,1.2840220928192139,1.7303636074066162
37,1.2595213651657104,1.4817321300506592
38,1.3266448974609375,1.1718156337738037
39,1.33303964138031,1.7817730903625488
40,1.3173383474349976,1.0480018854141235
41,1.2844947576522827,1.1096434593200684
42,1.3535008430480957,1.4553489685058594
43,1.332809567451477,1.6770477294921875
44,1.3601430654525757,1.5157244205474854
45,1.2482906579971313,1.5969771146774292
46,1.3590898513793945,1.272214412689209
47,1.269304871559143,1.7396090030670166
48,1.233186960220337,1.2013007402420044
49,1.3187929391860962,1.4937536716461182
50,1.2615855932235718,1.348820686340332
51,1.285596251487732,1.254587173461914
52,1.2624664306640625,1.5163413286209106
53,1.1880607604980469,1.39704430103302
54,1.3199043273925781,1.106451153755188
55,1.377596378326416,1.1027565002441406
56,1.2322075366973877,1.2922977209091187
57,1.1985727548599243,1.3213214874267578
58,1.3166604042053223,1.8191840648651123
59,1.29557466506958,1.0751341581344604
60,1.2967172861099243,1.601865291595459
61,1.301620602607727,1.3348990678787231
62,1.2099050283432007,0.9262911677360535
63,1.2716162204742432,1.7231099605560303
64,1.1860380172729492,1.4699124097824097
65,1.2448077201843262,1.2706849575042725
66,1.192908763885498,1.5907124280929565
67,1.3034207820892334,1.1673181056976318
68,1.2302062511444092,1.0189964771270752
69,1.3741917610168457,1.033247947692871
70,1.3330451250076294,0.9972586631774902
71,1.3346542119979858,1.379064917564392
72,1.3276245594024658,1.0692659616470337
73,1.3016691207885742,1.120101809501648
74,1.3064640760421753,1.7213029861450195
75,1.247501015663147,1.8096212148666382
76,1.2543460130691528,1.1242640018463135
77,1.1939445734024048,1.0923383235931396
78,1.2242004871368408,1.3732796907424927
79,1.2888964414596558,1.0551018714904785
80,1.3154653310775757,1.0637105703353882
81,1.3251872062683105,1.5118361711502075
82,1.340844988822937,1.521883487701416
83,1.2957994937896729,1.445677399635315
84,1.2634886503219604,1.4289788007736206
85,1.2821100950241089,1.0609636306762695
86,1.3240928649902344,1.50126051902771
87,1.2771821022033691,1.05853271484375
88,1.2994754314422607,1.2478617429733276
89,1.2054238319396973,1.490321159362793
90,1.177098274230957,1.1438168287277222
91,1.2227166891098022,1.18839693069458
92,1.258092999458313,1.3340797424316406
93,1.3398264646530151,1.1123915910720825
94,1.3942798376083374,1.061666488647461
95,1.3103258609771729,1.1314001083374023
96,1.1306182146072388,1.1357492208480835
97,1.326841115951538,1.0387763977050781
98,1.2852648496627808,1.1763421297073364
99,1.2814637422561646,1.5112438201904297
100,1.3411719799041748,1.4824366569519043
101,1.2633076906204224,1.2224414348602295
102,1.2558319568634033,1.1218584775924683
103,1.316762924194336,1.4445184469223022
104,1.2711244821548462,1.325870394706726
105,1.3325722217559814,1.1086312532424927
106,1.2792284488677979,1.2853848934173584
107,1.2938463687896729,1.2883751392364502
108,1.2676308155059814,1.1203391551971436
109,1.3005017042160034,1.4171770811080933
110,1.2234714031219482,1.275404930114746
111,1.2571302652359009,1.295640230178833
112,1.256700038909912,1.0739938020706177
113,1.3912084102630615,1.0387121438980103
114,1.2164828777313232,1.0219296216964722
115,1.2743266820907593,1.2037899494171143
116,1.3338543176651,1.143288016319275
117,1.3258819580078125,1.0012619495391846
118,1.2873191833496094,1.3161532878875732
119,1.2717821598052979,1.0203052759170532
120,1.3577799797058105,1.8301093578338623
121,1.247359037399292,1.4560667276382446
122,1.3191602230072021,1.1496076583862305
123,1.215461015701294,1.0451453924179077
